,table,,,table,,,page,
,,,,,,,,
,Primary Water Quality Criteria (PWQC) notified,,,,,,,
,,,,,,,,
,"by MoEF & CC under E (P) Rules, 1986",,,,,,,
,,,,,,,,
,,,"NR VILL ASPUR,
ROOPNAGAR",,,,,
3856,,,"RIVER SWAN U/S
INDUSTRIAL AREA
GAGRET",,,"HIMACHAL
PRADESH",,
3857,,,"RIVER SWAN D/S
INDUSTRIAL AREA
GAGRET",,,"HIMACHAL
PRADESH",,
3858,,,"RIVER SWAN U/S
SANTOSHGARH
BRIDGE",,,"HIMACHAL
PRADESH",,
3859,,,"RIVER SWAN U/S UNA
TOWN AT
GHALLUWAL BRIDGE",,,"HIMACHAL
PRADESH",,
4030,,,"RIVER SWAN BEFORE
CONF. OF GARNI KHAD
AT CHURURU",,,"HIMACHAL
PRADESH",,
4031,,,"RIVER SWAN AFTER
CONF. GARNI KHAD AT
CHURURU",,,"HIMACHAL
PRADESH",,
1869,,,"RIVER SWAN D/S
BELA BATHARI
(BHANGLA)",,,"HIMACHAL
PRADESH",,
30011,,,"RIVER SWAN AT
DHANGLA VILLAGE,
SANTOSHGARH
(PUNJAB)",,,PUNJAB,,
4038,,,"RIVER TIRTHAN
BEFORE CONF. TO
RIVER SUTLEJ",,,"HIMACHAL
PRADESH",,
2617,,,"RIVER PABBAR AT U/S
DHAMBARI",,,"HIMACHAL
PRADESH",,
2618,,,"RIVER PABBAR AT U/S
ROHRU",,,"HIMACHAL
PRADESH",,
,Station,,,Name Of Monitoring,,,State Name,
,Code,,,Location,,,,
,,,,,,,,
,,,,,,,,
,Primary Water Quality Criteria (PWQC) notified,,,,,,,
,,,,,,,,
,"by MoEF & CC under E (P) Rules, 1986",,,,,,,
,,,,,,,,
4039,,,"RIVER PABBAR U/S
HATKOTI",,,"HIMACHAL
PRADESH",,
4479,,,"ASHWANI KHAD U/S
OF SADHUPUL
VILLAGE (NEARBY
800 METERS U/S OF
THE BRIDGE)",,,"HIMACHAL
PRADESH",,
4441,,,"RIVER GIRI U/S
PROPOSED SITE OF SRI
RENUKAJI DAM SITE.",,,"HIMACHAL
PRADESH",,
4442,,,"RIVER GIRI D/S
PROPOSED SITE OF SRI
RENUKAJI DAM SITE
NEAR BRIDGE AT
DADAHU- RENUKAJI",,,"HIMACHAL
PRADESH",,
4429,,,"ASHWANI KHAD
AFTER CONFLUENCE
OF LIFT NALLAH NEAR
DOGRHA BRIDGE",,,"HIMACHAL
PRADESH",,
4461,,,"ASHWANI KHAD D/S
OF VILLAGE
SADHUPIL, TEHSIL
KANDAGHAT,
DISTRICT SOLAN.",,,"HIMACHAL
PRADESH",,
2620,,,"ASHWANI KHAD U/S
OF YASHWANT NAGAR
BEFORE CONF. WITH
RIVER GIRI AT
YASHWANT NAGAR",,,"HIMACHAL
PRADESH",,
4023,,,"MANJHI KHAD U/S
DHARAMSHALA OF
KHANIYARA",,,"HIMACHAL
PRADESH",,
4024,,,"MANJHI KHAD D/S
DHARAMSHALA AT
CHETRU",,,"HIMACHAL
PRADESH",,
,Station,,,Name Of Monitoring,,,State Name,
,Code,,,Location,,,,
,,,,,,,,
,,,,,,,,
,Primary Water Quality Criteria (PWQC) notified,,,,,,,
,,,,,,,,
,"by MoEF & CC under E (P) Rules, 1986",,,,,,,
,,,,,,,,
4025,,,"MOL KHAD U/S
PALAMPUR",,,"HIMACHAL
PRADESH",,
4026,,,"MOL KHAD D/S
PALAMPUR",,,"HIMACHAL
PRADESH",,
4457,,,"BANER KHAD U/S
CHAMUNDA TEMPLE",,,"HIMACHAL
PRADESH",,
4458,,,"BANER KHAD D/S
CHAMUNDA TEMPLE",,,"HIMACHAL
PRADESH",,
4460,,,"CHARAN KHAND U/S
BHAGSUNAG",,,"HIMACHAL
PRADESH",,
4428,,,"ASHWINI KHAD U/S OF
WEIR SITE OF WTP
NEAR ASHWANI
BRIDGE",,,"HIMACHAL
PRADESH",,
4424,,,"RAW WATER FOR
LWSS OF NAUTI KHAD
AT GUMMA
(BASANTPUR)",,,"HIMACHAL
PRADESH",,
4432,,,"DHAULI KHAD AT
CHARAN GANGA MEDI",,,"HIMACHAL
PRADESH",,
4431,,,"SHIKARI KHAD
BEFORE CONFLUENCE
TO RIVER PABBAR
NEAR HRTC ROHRU
BUS STAND",,,"HIMACHAL
PRADESH",,
2626,,,"RIVER BATTA U/S
PAONTA AT
KISHANPURA",,,"HIMACHAL
PRADESH",,
2627,,,"RIVER BATTA BEFORE
CONFLUENCE TO
YAMUNA",,,"HIMACHAL
PRADESH",,
2913,,,"RIVER KALI BEIN
FALLING INTO BEAS,
PUNJAB",,,PUNJAB,,
,Station,,,Name Of Monitoring,,,State Name,
,Code,,,Location,,,,
,,,,,,,,
,,,,,,,,
,Primary Water Quality Criteria (PWQC) notified,,,,,,,
,,,,,,,,
,"by MoEF & CC under E (P) Rules, 1986",,,,,,,
,,,,,,,,
1090,,,RIVER SAINJ D/S LARJI,,,"HIMACHAL
PRADESH",,
1871,,,"RIVER MARKANDA AT
SHAMBUWALA, DISTT.
SIRMOUR",,,"HIMACHAL
PRADESH",,
2624,,,"RIVER MARKANDA
U/S KALA AMB",,,"HIMACHAL
PRADESH",,
2625,,,"RIVER MARKANDA
D/S KALA AMB/
BOUNDARY OF
HARYANA",,,"HIMACHAL
PRADESH",,
3862,,,"RIVER MARKANDA
AFTER CONFLUENCE
WITH SALANI KHAD
AT MOGINAND KALA
AMB",,,"HIMACHAL
PRADESH",,
3864,,,"RIVER MARKANDA
AFTER CONFLUENCE
OF RAMPUR JATTAN
MOGINAND NALA",,,"HIMACHAL
PRADESH",,
4433,,,"RIVER SWAN D/S OF
UNA AT RAMPUR
BRIDGE",,,"HIMACHAL
PRADESH",,
4469,,,"GAJ KHAD NEAR
WATER SUPPLY
SCHEME
DHARAMSHALA
CANTT.",,,"HIMACHAL
PRADESH",,
4470,,,"BATHER KHAD
WATER SUPPLY
SCHEME AT DAL LAKE",,,"HIMACHAL
PRADESH",,
4471,,,"NEUGAL KHAD NEAR
WATER SUPPLY
SCHEME AT BANDLA,
PALAMPUR",,,"HIMACHAL
PRADESH",,
,Station,,,Name Of Monitoring,,,State Name,
,Code,,,Location,,,,
,,,,,,,,
,,,,,,,,
,Primary Water Quality Criteria (PWQC) notified,,,,,,,
,,,,,,,,
,"by MoEF & CC under E (P) Rules, 1986",,,,,,,
,,,,,,,,
4486,,,"RIVER BALD D/S
LANDFILLSITE AT
BADDI",,,"HIMACHAL
PRADESH",,
4488,,,"RIVER RATTA BEFORE
CONF. TO RIVER SIRSA",,,"HIMACHAL
PRADESH",,
5248,,,"RIVER UHL D/S OF IIT,
MANDI",,,"HIMACHAL
PRADESH",,
5251,,,"SUKETI KHAD D/S
SWM SITE AT SUNDER
NAGAR",,,"HIMACHAL
PRADESH",,
5252,,,"SEER KHAD U/S
INTAKE POINT OF WSS
GHUMARWIN TOWN",,,"HIMACHAL
PRADESH",,
5254,,,"RIVER BHAGGA U/S
BEFORE CONFLUENCE
TO RIVER CHENAB",,,"HIMACHAL
PRADESH",,
5255,,,"RIVER CHANDRA U/S
BEFORE CONFLUENCE
TO RIVER CHENAB",,,"HIMACHAL
PRADESH",,
5256,,,"RIVER CHENAB D/S AT
TANDI (L & S)",,,"HIMACHAL
PRADESH",,
5292,,,"RIVER GIRI AT NIHARI,
KOTKHAL",,,"HIMACHAL
PRADESH",,
30013,,,"RIVER KOSHALYA AT
U/S PARWANOO",,,"HIMACHAL
PRADESH",,
,Station,,,Name Of Monitoring,,,State Name,
,Code,,,Location,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Primary Water Quality Criteria (PWQC) notified by,,,,,,,
,,,,,,,,
,"MoEF & CC under E (P) Rules, 1986",,,,,,,
,,,,,,,,
1491,,,"RIVER BHAGIRATHI AT
GANGOTRI,",,,UTTARAKHAND,,
1484,,,"RIVER ALAKNANDA B/C
TO RIVER MANDAKINI AT
RUDRA PRAYAG",,,UTTARAKHAND,,
1486,,,"RIVER ALAKNANDA A/C
OF RIVER MANDAKINI
AND RIVER ALAKNANDA
AT RUDRAPRAYAG",,,UTTARAKHAND,,
1488,,,"RIVER BHAGIRATHI B/C
TO RIVER ALAKNANDA AT
DEVPRAYAG,DIST-TEHRI
GARHWAL",,,UTTARAKHAND,,
1487,,,"RIVER ALAKNANDA B/C
TORIVER BHAGIRATHI AT
DEVPRAYAG,DIST-TEHRI
GARHWAL",,,UTTARAKHAND,,
1489,,,"RIVER GANGA AFTER
CONFLUENCE OF RIVER
BHAGIRATHI AND RIVER
ALAKNANDA AT
DEVPRAYAG ,DIST-TEFRI
GARHWAL",,,UTTARAKHAND,,
1485,,,"RIVER MANDAKINI B/C TO
RIVER ALKALNADA AT
RUDRAPRAYAG,",,,UTTARAKHAND,,
1060,,,"RIVER GANGA U/S AT
LAXMANJHULA,RISHIKESH",,,UTTARAKHAND,,
10147,,,"RIVER GANGA D/S AT
BAIRAAJ,RISHIKESH",,,UTTARAKHAND,,
2725,,,"RIVER GANGA AFTER
CONFLUENCE OF SONG
NEAR SATYANARAYAN",,,UTTARAKHAND,,
,Station,,,Name Of Monitoring,,,State Name,
,Code,,,Location,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Primary Water Quality Criteria (PWQC) notified by,,,,,,,
,,,,,,,,
,"MoEF & CC under E (P) Rules, 1986",,,,,,,
,,,,,,,,
,,,"TEMPLE D/S RAIWALA,
DEHRADUN",,,,,
3997,,,"RIVER GANGA U/S AT
ABINDUGHAT,
DUDHIYABAD, HARIDWAR",,,UTTARAKHAND,,
10148,,,"RIVER GANGA AT HAR-KI-
PAURI GHAT",,,UTTARAKHAND,,
1061,,,"RIVER GANGA D/S AT
BALKUMARI MANDIR,
AJEETPUR, HARIDWAR",,,UTTARAKHAND,,
2727,,,"UPPER GANGA CANAL D/S
AT ROORKEE, HARIDWAR",,,UTTARAKHAND,,
30005,,,"RIVER GANGA AT
SULTANPUR
(UTTARAKHAND)",,,UTTARAKHAND,,
30006,,,"RIVER GANGA AT BIJNOR
(U.P.)",,,"UTTAR
PRADESH",,
10150,,,"RIVER GANGA AT MADHYA
GANGA BARRAGE, BIJNOR",,,"UTTAR
PRADESH",,
10149,,,"RIVER GANGA AT U/S BRIJ
GHAT
,GHARMUKTESHWAR",,,"UTTAR
PRADESH",,
1062,,,"RIVER GANGA AT D/S
GARHMUKTESHWAR, U.P",,,"UTTAR
PRADESH",,
2488,,,"RIVER GANGA U/S,
ANOOPSHAHAR",,,"UTTAR
PRADESH",,
2489,,,"RIVER GANGA D/S,
ANOOPSHAHAR",,,"UTTAR
PRADESH",,
1145,,,"RIVER GANGA AT NARORA
(BULANDSAHAR), U.P.",,,"UTTAR
PRADESH",,
2490,,,"RIVER GANGA AT
KACHHLA GHAT, ALIGARH",,,"UTTAR
PRADESH",,
10151,,,"RIVER GANGA AT
GHATIYAGHAT
FARRUKABAD",,,"UTTAR
PRADESH",,
,Station,,,Name Of Monitoring,,,State Name,
,Code,,,Location,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Primary Water Quality Criteria (PWQC) notified by,,,,,,,
,,,,,,,,
,"MoEF & CC under E (P) Rules, 1986",,,,,,,
,,,,,,,,
1063,,,"RIVER GANGA AT
KANNAUJ U/S (NEAR
MEHNDIGHAT BRIDGE),
U.P",,,"UTTAR
PRADESH",,
1066,,,"RIVER GANGA AT
DURJANPUR, KANNAUJ
D/S, U.P",,,"UTTAR
PRADESH",,
1146,,,"RIVER GANGA AT
BITHOOR (KANPUR), U.P.",,,"UTTAR
PRADESH",,
1067,,,"RIVER GANGA AT KANPUR
U/S (SHUKLAGANJ U/S),
U.P",,,"UTTAR
PRADESH",,
10154,,,"RIVER GANGA AT
BATHING GHAT
(BHARAOGHAT)",,,"UTTAR
PRADESH",,
10155,,,"RIVER GANGA AT D/S
(SHUKLAGANJ)",,,"UTTAR
PRADESH",,
1068,,,"RIVER GANGA AT KANPUR
D/S (JANA VILLAGE), U.P",,,"UTTAR
PRADESH",,
10157,,,"RIVER GANGA AT
BATHING GHAT (JAJMAU
BRIDGE)",,,"UTTAR
PRADESH",,
1147,,,"RIVER GANGA AT DALMAU
(RAI BAREILLY), U.P.",,,"UTTAR
PRADESH",,
2498,,,"RIVER GANGA AT KALA
KANKAR, RAEBARELI",,,"UTTAR
PRADESH",,
1046,,,"RIVER GANGA AT
PRAYAGRAJ
(RASOOLABAD), U.P.",,,"UTTAR
PRADESH",,
2487,,,"RIVER GANGA AT
KADAGHAT, KAUSHAMABI",,,"UTTAR
PRADESH",,
1049,,,"RIVER GANGA AT
PRAYAGRAJ D/S
(SANGAM), U.P.",,,"UTTAR
PRADESH",,
10158,,,"RIVER GANGA A/C TAMSA
RIVER, SIRSA, SON BARSA",,,"UTTAR
PRADESH",,
,Station,,,Name Of Monitoring,,,State Name,
,Code,,,Location,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Primary Water Quality Criteria (PWQC) notified by,,,,,,,
,,,,,,,,
,"MoEF & CC under E (P) Rules, 1986",,,,,,,
,,,,,,,,
2485,,,"RIVER GANGA U/S,
VINDHYACHAL, MIRZAPUR",,,"UTTAR
PRADESH",,
2486,,,"RIVER GANGA D/S,
MIRZAPUR",,,"UTTAR
PRADESH",,
10153,,,RIVER GANGA AT CHUNAR,,,"UTTAR
PRADESH",,
1070,,,"RIVER GANGA AT
VARANASI U/S NEAR
VISHWASUNDARI BRIDGE
B/C DRAINS( NAGWA
NALA, SAMNE GHAT
NALA,NAKHHI NALA)",,,"UTTAR
PRADESH",,
1071,,,"RIVER GANGA AT
VARANASI D/S , A/C RIVER
VARUNA , U.P",,,"UTTAR
PRADESH",,
10152,,,"RIVER GANGA A/C GOMTI
RIVER, BHUSAULA",,,"UTTAR
PRADESH",,
10156,,,"RIVER GANGA AT
BATHING GHAT (GOLA
GHAT)",,,"UTTAR
PRADESH",,
1073,,,"RIVER GANGA AT
TARIGHAT (GHAZIPUR),
U.P",,,"UTTAR
PRADESH",,
30075,,,"RIVER GANGA AT ROAD
BRIDGE TARIGHAT,DIST
GHAZIPUR (U.P.)",,,"UTTAR
PRADESH",,
1074,,,"RIVER GANGA CHUSA AT
BUXAR",,,BIHAR,,
10113,,,"RIVER GANGA AT U/S JAIL
GHAT, BUXAR",,,BIHAR,,
2551,,,"RIVER GANGA AT BUXAR,
RAMREKHAGHAT",,,BIHAR,,
3113,,,"RIVER GANGA AT D/S
BUXAR NEAR VEER
KUNWAR SINGH ROAD
BRIDGE",,,BIHAR,,
,Station,,,Name Of Monitoring,,,State Name,
,Code,,,Location,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Primary Water Quality Criteria (PWQC) notified by,,,,,,,
,,,,,,,,
,"MoEF & CC under E (P) Rules, 1986",,,,,,,
,,,,,,,,
10131,,,"RIVER GANGA D/S OF M/S
NTPC, BARH WATER
INTAKE
POINT,PATHANICHAK,
BINDTOLA BARH",,,BIHAR,,
30076,,,"RIVER GANGA AT
MANJHIGHAT DIST.
CHHAPRA(BIHAR)",,,BIHAR,,
10162,,,"RIVER GANGA AT ARA-
CHAPRA ROAD BRIDGE
(KOIILWAR BARHARA-
CHAPRA ROAD)",,,BIHAR,,
2564,,,"RIVER GANGA AT THE
BALUGHAT, DORIGANJ,
SARAN",,,BIHAR,,
10114,,,"RIVER GANGA AT MAA
AMBIKA ASTHAN, AAMI,
SARAN",,,BIHAR,,
3114,,,"RIVER GANGA NEAR
DANAPUR (NEAR PIPA
PUL) ,PATNA",,,BIHAR,,
1077,,,"RIVER GANGA AT DIGHA,
NEAR J P SETU, PATNA U/S",,,BIHAR,,
2552,,,"RIVER GANGA AT
GANDHIGHAT, NIT PATNA",,,BIHAR,,
10115,,,"RIVER GANGA AT GULABI
GHAT, PATNA",,,BIHAR,,
1079,,,"RIVER GANGA AT PATNA
D/S (GANGA BRIDGE),
GAIGHAT, PATNA",,,BIHAR,,
3122,,,"RIVER GANGA AT
MALSALAMI, PATNA CITY,
PATNA",,,BIHAR,,
4297,,,"RIVER GANGA AT
KACHCHI-DARGAH-",,,BIHAR,,
,Station,,,Name Of Monitoring,,,State Name,
,Code,,,Location,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Primary Water Quality Criteria (PWQC) notified by,,,,,,,
,,,,,,,,
,"MoEF & CC under E (P) Rules, 1986",,,,,,,
,,,,,,,,
,,,"BIDUPUR NEAR ROAD
BRIDGE, PATNA",,,,,
10122,,,"RIVER GANGA AT TRIVENI
GHAT, PATNA",,,BIHAR,,
4301,,,"RIVER GANGA AT
BAKHTIYARPUR-TAJPUR
BRIDGE ON GANGA,
ATHMALGOLA, PATNA",,,BIHAR,,
2553,,,"RIVER GANGA AT KEWALA
GHAT,FATUHA, PATNA",,,BIHAR,,
3115,,,"RIVER GANGA AT UMA
NATH MANDIR,BARH",,,BIHAR,,
10130,,,"RIVER GANGA U/S OF M/S
NTPC, BARH WATER
INTAKE POINT, BARH",,,BIHAR,,
1817,,,"RIVER GANGA AT
MOKAMA (U/S),
MAHADEO ASTHAN,
PATNA",,,BIHAR,,
1815,,,"RIVER GANGA AT
MOKAMA (D/S), NEAR
RAJENDRA BRIDGE ,
SIMIRIYA GHAT",,,BIHAR,,
3123,,,"RIVER GANGA AT
BARAHIYA, NEPALITOLA,
MARANCHI, HATHIDAH AT
MOKAMA, PATNA",,,BIHAR,,
3116,,,"RIVER GANGA AT U/S
MUNGER KASHATHARNI
GHAT",,,BIHAR,,
1818,,,"RIVER GANGA AT MUNGER
D/S, CREAMINATION
GHAT",,,BIHAR,,
3117,,,"RIVER GANGA AT U/S
AJGABINATH MANDIR
SULTANGANJ, BHAGALPUR",,,BIHAR,,
,Station,,,Name Of Monitoring,,,State Name,
,Code,,,Location,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Primary Water Quality Criteria (PWQC) notified by,,,,,,,
,,,,,,,,
,"MoEF & CC under E (P) Rules, 1986",,,,,,,
,,,,,,,,
4398,,,"RIVER GANGA AT WATER
INTAKE POINT,
BHAGALPUR",,,BIHAR,,
2554,,,"RIVER GANGA D/S
CREMINATION GHAT AT
SULTANGANJ, BHAGALPUR",,,BIHAR,,
10138,,,"RIVER GANGA AT
CHAMPANAGAR,
RASIDPUR, BHAGALPUR",,,BIHAR,,
1819,,,"RIVER GANGA AT
BHAGALPUR, OPP. KUPPA
GHAT",,,BIHAR,,
3118,,,"RIVER GANGA AT D/S
BHAGALPUR NEAR
BARARIGHAT",,,BIHAR,,
1816,,,"RIVER GANGA, JHAJGHAT
AT KAHALGAON",,,BIHAR,,
10143,,,"RIVER GANGA D/S NEAR
CREMATION GHAT,
KHALGOAN",,,BIHAR,,
10144,,,"RIVER GANGA U/S NEAR
LCT GHAT",,,JHARKHAND,,
10145,,,"RIVER GANGA D/S NEAR
JANTA GHAT",,,JHARKHAND,,
10146,,,"RIVER GANGA AT SANGI
DALAN",,,JHARKHAND,,
1059,,,"RIVER GANGA AT
RAJMAHAL, BIHAR",,,JHARKHAND,,
1080,,,"RIVER GANGA AT
BAHARAMPORE,
MURSHIDABAD, WEST
BENGAL",,,WEST BENGAL,,
10159,,,"RIVER GANGA AT
BEHRAMPORE(KHAGRA),
MURSHIDABAD",,,WEST BENGAL,,
,Station,,,Name Of Monitoring,,,State Name,
,Code,,,Location,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Primary Water Quality Criteria (PWQC) notified by,,,,,,,
,,,,,,,,
,"MoEF & CC under E (P) Rules, 1986",,,,,,,
,,,,,,,,
10160,,,"RIVER GANGA AT
BEHRAMPORE, (GORA
BAZAR),MURSHIDABAD",,,WEST BENGAL,,
2506,,,"RIVER TRIBENI ON GANGA,
NEAR BURNING GHAT,
HOOGHLY",,,WEST BENGAL,,
2511,,,"RIVER NABADIP ON
GANGA, GHOSHPARA
NEAR
MONIPURGHAT,NADIA",,,WEST BENGAL,,
10161,,,"RIVER GANGA AT PALTA,
SHITALTALA,",,,WEST BENGAL,,
1054,,,"RIVER GANGA AT PALTA
WEST BENGAL",,,WEST BENGAL,,
1472,,,"RIVER GANGA AT
SERAMPORE,
HOOGHLY,WEST BENGAL",,,WEST BENGAL,,
1053,,,"RIVER GANGA AT
DAKSHMINESHWAR,
KOLKATA, WEST BENGAL",,,WEST BENGAL,,
1471,,,"RIVER GANGA AT
HOWRAH-SHIVPUR WEST
BENGAL",,,WEST BENGAL,,
1470,,,"RIVER GANGA AT GARDEN
REACH, KOLKATA, WEST
BENGAL",,,WEST BENGAL,,
1052,,,"RIVER GANGA AT
ULUBERIA ,
HOWRAH,WEST BENGAL",,,WEST BENGAL,,
1335,,,"RIVER GANGA AT
PATIKALI NEAR DURGA
CHAK WEST BENGAL",,,WEST BENGAL,,
1469,,,"RIVER GANGA AT
DIAMOND HARBOUR, 24
PARGANAS (S)WEST
BENGAL",,,WEST BENGAL,,
,Station,,,Name Of Monitoring,,,State Name,
,Code,,,Location,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Primary Water Quality Criteria (PWQC) notified by,,,,,,,
,,,,,,,,
,"MoEF & CC under E (P) Rules, 1986",,,,,,,
,,,,,,,,
5162,,,"RIVER GANGA AT
FARAKKA, MUSHIDABAD",,,WEST BENGAL,,
,Station,,,Name Of Monitoring,,,State Name,
,Code,,,Location,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Primary Water Quality Criteria (PWQC) notified by,,,,,,,
,,,,,,,,
,"MoEF & CC under E (P) Rules, 1986",,,,,,,
,,,,,,,,
1492,,,"RIVER YAMUNA AT
YAMUNOTRI",,,UTTARAKHAND,,
1493,,,"RIVER YAMUNA AT
HANUMANCHATTI",,,UTTARAKHAND,,
1494,,,"RIVER YAMUNA AT U/S
OF LAKHWAR DAM",,,UTTARAKHAND,,
1490,,,"RIVER YAMUNA AT U/S
DAKPATHER, DEHRADUN",,,UTTARAKHAND,,
1553,,,"RIVER YAMUNA U/S
PAONTA SAHIB",,,"HIMACHAL
PRADESH",,
1554,,,"RIVER YAMUNA D/S
PAONTA SAHIB",,,"HIMACHAL
PRADESH",,
4439,,,"RIVER YAMUNA U/S SUN
PHARMACEUTICALS",,,"HIMACHAL
PRADESH",,
4440,,,"RIVER YAMUNA D/S SUN
PHARMACEUTICALS",,,"HIMACHAL
PRADESH",,
1117,,,"RIVER YAMUNA AT
HATHNIKUND,
YAMUNANAGAR",,,HARYANA,,
1496,,,"RIVER YAMUNA AT
KALANAUR, YAMUNA
NAGAR",,,HARYANA,,
4914,,,"RIVER YAMUNA AT
MANGLAURA, KARNAL",,,HARYANA,,
10004,,,"RIVER YAMUNA AT
KHOJKIPUR PANIPAT",,,HARYANA,,
1119,,,"RIVER YAMUNA AT
SONEPAT",,,HARYANA,,
1497,,,"RIVER YAMUNA AT
RAHIMPUR KA NAGLA,
NEAR FLYOVER BRIDGE
(MAZAWALI) HARYANA",,,HARYANA,,
1120,,,"RIVER YAMUNA AT
PALLA, DELHI",,,DELHI,,
,Station,,,Name Of Monitoring,,,State Name,
,Code,,,Location,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Primary Water Quality Criteria (PWQC) notified by,,,,,,,
,,,,,,,,
,"MoEF & CC under E (P) Rules, 1986",,,,,,,
,,,,,,,,
5098,,,"RIVER YAMUNA AT
WAZIRABAD",,,DELHI,,
1121,,,"RIVER YAMUNA AT
NIZAMUDDIN, DELHI",,,DELHI,,
5099,,,"RIVER YAMUNA AT ISBT
BRIDGE",,,DELHI,,
5100,,,"RIVER YAMUNA AT ITO
BRIDGE",,,DELHI,,
1375,,,"RIVER YAMUNA AT
OKHLA BRIDGE (INLET OF
AGRA CANAL), DELHI",,,DELHI,,
1812,,,"RIVER YAMUNA AT
OKHLA AFTER MEETING
OF SHAHDARA DRAIN,
DELHI",,,DELHI,,
2493,,,"RIVER YAMUNA AT
SHAHPUR",,,UTTAR PRADESH,,
2495,,,"RIVER YAMUNA AT
KESIGHAT, VRINDAVAN",,,UTTAR PRADESH,,
1123,,,"RIVER YAMUNA AT
MATHURA U/S ,NEAR
GAUGHAT U.P.",,,UTTAR PRADESH,,
2494,,,"RIVER YAMUNA AT
VISHRAMGHAT,
MATHURA",,,UTTAR PRADESH,,
1124,,,"RIVER YAMUNA AT
MATHURA D/S , NEAR
SHAMSHAN GHAT U.P.",,,UTTAR PRADESH,,
1125,,,"RIVER YAMUNA AT AGRA
U/S, U.P.(KAILASH GHAT)",,,UTTAR PRADESH,,
1126,,,"RIVER YAMUNA AT D/S
OF AGRA, U.P.",,,UTTAR PRADESH,,
1498,,,"RIVER YAMUNA AT
BATESWAR, U.P",,,UTTAR PRADESH,,
1127,,,"RIVER YAMUNA AT
ETAWAH, U.P.",,,UTTAR PRADESH,,
,Station,,,Name Of Monitoring,,,State Name,
,Code,,,Location,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Primary Water Quality Criteria (PWQC) notified by,,,,,,,
,,,,,,,,
,"MoEF & CC under E (P) Rules, 1986",,,,,,,
,,,,,,,,
1499,,,"RIVER YAMUNA AT
JUHIKA B/C WITH
CHANBAL, ETAWAH, U.P",,,UTTAR PRADESH,,
2283,,,"RIVER YAMUNA AT
HAMIRPUR",,,UTTAR PRADESH,,
1069,,,"RIVER YAMUNA AT
PRAYAGRAJ D/S (BALUA
GHAT), U.P.",,,UTTAR PRADESH,,
,Station,,,Name Of Monitoring,,,State Name,
,Code,,,Location,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Primary Water Quality Criteria (PWQC) notified by MoEF,,,,,,,
,,,,,,,,
,"& CC under E (P) Rules, 1986",,,,,,,
,,,,,,,,
1510,,,"RIVER TONS AT TIUNI
(HIMACHAL PRADESH/UTTRA
KHAND BORDER)",,,"HIMACHAL
PRADESH",,
30023,,,"RIVER TONS AT HARIPUR
(U.K.)",,,UTTARAKHAND,,
4027,,,"RIVER GIRI D/S RAJGARH
TOWN",,,"HIMACHAL
PRADESH",,
4028,,,"RIVER GIRI D/S KALGIDHAR
TRUST, BARU SAHIB",,,"HIMACHAL
PRADESH",,
4427,,,RIVER GIRI U/S CHAILLA,,,"HIMACHAL
PRADESH",,
2621,,,"RIVER GIRI AT D/S
YASHWANT NAGAR AFTER
CONF. WITH ASHWANI KHAD
AT YASHWANT NAGAR- NEAR
SHANI MANDIR",,,"HIMACHAL
PRADESH",,
3876,,,"RIVER GIRI AFTER
CONFLUENCE OF ASHWANI
RIVER AT VILLAGE MARYOG",,,"HIMACHAL
PRADESH",,
2622,,,"RIVER GIRI AT U/S CCI MINES
AT VILLAGE NADI",,,"HIMACHAL
PRADESH",,
2623,,,RIVER GIRI D/S SATAUN,,,"HIMACHAL
PRADESH",,
3877,,,RIVER GIRI U/S LWSS AT SAINJ,,,"HIMACHAL
PRADESH",,
3878,,,RIVER GIRI D/S LWSS AT SAINJ,,,"HIMACHAL
PRADESH",,
3860,,,"RIVER GIRI D/S CEMENT
CORPORATION OF INDIA,
RAJBAN AT BANGRAN BRIDGE",,,"HIMACHAL
PRADESH",,
,Station,,,Name Of Monitoring,,,State Name,
,Code,,,Location,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Primary Water Quality Criteria (PWQC) notified by MoEF,,,,,,,
,,,,,,,,
,"& CC under E (P) Rules, 1986",,,,,,,
,,,,,,,,
2619,,,"RIVER PABBAR D/S
SWARAKUDDU",,,"HIMACHAL
PRADESH",,
30000,,,"RIVER PILKHAR AT RAMPUR,
BHOT(U.P)",,,"UTTAR
PRADESH",,
10102,,,"RIVER HINDON AT MOHAN
NAGAR U/S",,,"UTTAR
PRADESH",,
10103,,,"RIVER HINDON AT MOHAN
NAGAR D/S",,,"UTTAR
PRADESH",,
