station,state,river,pH,TDS_mg_L,turbidity_NTU,district,latitude,longitude,code,date
,GUJARAT,NAN,7.1,,,,,,1247,2018-06-30
,GUJARAT,NAN,6.8,,,,,,1248,2018-06-30
,GUJARAT,NAN,6.7,,,,,,1982,2018-06-30
,GUJARAT,NAN,6.9,,,,,,1983,2018-06-30
,GUJARAT,NAN,6.0,,,,,,2071,2018-06-30
,GUJARAT,NAN,6.6,,,,,,46,2018-06-30
,GUJARAT,NAN,6.9,,,,,,47,2018-06-30
,GUJARAT,NAN,5.1,,,,,,2070,2018-06-30
,,NAN,7.5,,,,,,,2018-06-30
,CHHATTISGARH,NAN,7.7,,,,,,1264,2018-06-30
"MAHANADI AT
ARRANG, RAIPUR,
CHHATISGARH.",CHHATTISGARH,MAHANADI,7.6,,,,,,1852,2018-06-30
,CHHATTISGARH,NAN,8.0,,,,,,1100,2018-06-30
"MAHANADI AT
SHEORINARAYAN
VILLAGE,
CHHATISGARH.",CHHATTISGARH,MAHANADI,8.0,,,,,,1282,2018-06-30
"MAHANADI AFTER
CONFL. WITH
RIVER MAND,
CHHATISGARH",CHHATTISGARH,MAHANADI,8.0,,,,,,1467,2018-06-30
,CHHATTISGARH,NAN,7.4,,,,,,1099,2018-06-30
"MAHANADI AT
INTERSTATE
BOUNDRY,
CHHATISGARH.",CHHATTISGARH,MAHANADI,7.3,,,,,,1101,2018-06-30
,ODISHA,NAN,6.6,,,,,,1281,2018-06-30
,ODISHA,NAN,6.6,,,,,,1270,2018-06-30
"MAHANADI AT
SAMBALPUR D/S,
ODISHA",ODISHA,MAHANADI,6.7,,,,,,1271,2018-06-30
"SAMBHALPUR FDS
AT HUMA",ODISHA,SAMBHALPUR,6.5,,,,,,2405,2018-06-30
"MAHANADI D/S
(AFTER CONFL.
WITH R. ONG
SONEPUR U/S",ODISHA,MAHANADI,6.7,,,,,,1272,2018-06-30
,ODISHA,NAN,6.1,,,,,,1274,2018-06-30
,ODISHA,NAN,6.4,,,,,,1275,2018-06-30
"MAHANADI AT
NARSINGHPUR,
ODISHA",ODISHA,MAHANADI,7.4,,,,,,1276,2018-06-30
"MAHANADI AT
CUTTACK U/S,
ODISHA",ODISHA,MAHANADI,6.8,,,,,,1277,2018-06-30
"MAHANADI AT
CUTTACK D/S,
ODISHA",ODISHA,MAHANADI,6.4,,,,,,1278,2018-06-30
,ODISHA,NAN,6.8,,,,,,1639,2018-06-30
"POWER CHANNEL
D/S NEAR BURLA",ODISHA,POWER,5.2,,,,,,2404,2018-06-30
,ODISHA,NAN,7.2,,,,,,2406,2018-06-30
,ODISHA,NAN,6.2,,,,,,2407,2018-06-30
,ODISHA,NAN,6.0,,,,,,3887,2018-06-30
"POWER
CHANNELU/S",ODISHA,POWER,5.2,,,,,,3888,2018-06-30
"CUTTACK FD/S AT
GATIRAUTAPATNA",ODISHA,CUTTACK,6.6,,,,,,3890,2018-06-30
,,NAN,7.5,,,,,,,2018-06-30
"SHEONATH AT
RAJNANDGAON,
D/S AT MOHAD,
RAJNANDGAON",CHHATTISGARH,SHEONATH,7.4,,,,,,3167,2018-06-30
"KHAROON RIVER
B/C KHAPRI DRAIN,
DURG, RAIPUR
ROAD",CHHATTISGARH,KHAROON,7.3,,,,,,1847,2018-06-30
,CHHATTISGARH,NAN,7.2,,,,,,1846,2018-06-30
,CHHATTISGARH,NAN,7.6,,,,,,1853,2018-06-30
,CHHATTISGARH,NAN,7.1,,,,,,1105,2018-06-30
,CHHATTISGARH,NAN,8.0,,,,,,1106,2018-06-30
,CHHATTISGARH,NAN,7.1,,,,,,3165,2018-06-30
"DOWNSTREAM OF
HASDEO RIVER
NEAR URGA
VILLAGE KORBA",CHHATTISGARH,DOWNSTREAM,7.2,,,,,,3168,2018-06-30
,CHHATTISGARH,NAN,8.5,,,,,,1848,2018-06-30
,,NAN,7.5,,,,,,,2018-06-30
,CHHATTISGARH,NAN,7.4,,,,,,1849,2018-06-30
,CHHATTISGARH,NAN,7.5,,,,,,1850,2018-06-30
,CHHATTISGARH,NAN,7.2,,,,,,3169,2018-06-30
"DRINKING WATER
INTAKE WELL OF
MUNICIPAL CO.
KORBA",CHHATTISGARH,DRINKING,7.2,,,,,,3170,2018-06-30
,ODISHA,NAN,6.6,,,,,,1267,2018-06-30
,ODISHA,NAN,6.5,,,,,,1268,2018-06-30
,ODISHA,NAN,6.9,,,,,,1300,2018-06-30
"IB AT
BRAJRAJNAGAR
(INTAKE) D/S,
ODISHA",ODISHA,IB,6.9,,,,,,1269,2018-06-30
"BHEDEN RIVER
BEFORE
CONFLUENCE WITH
IB RIVER",ODISHA,BHEDEN,7.2,,,,,,2403,2018-06-30
,ODISHA,NAN,6.5,,,,,,1279,2018-06-30
"GODAVARI RIVER AT
SAIKHEDA VILLAGE,
VILLAGE- SAIKHEDA,
TALUKA- NIPHAD,
DISTRICT- NASHIK.",MAHARASHTRA,GODAVARI,5.4,,,,,,2182,2018-06-30
,MAHARASHTRA,NAN,3.9,,,,,,2160,2018-06-30
,MAHARASHTRA,NAN,3.1,,,,,,2158,2018-06-30
"GODAVARI RIVER AT
D/S OF PAITHAN AT
PATHEGAON BRIDGE,
VILLAGE-
PATHEGAON, TALUKA-
PAITHAN, DISTRICT-
AURANGABAD.",MAHARASHTRA,GODAVARI,5.0,,,,,,2159,2018-06-30
,MAHARASHTRA,NAN,3.2,,,,,,12,2018-06-30
,MAHARASHTRA,NAN,3.5,,,,,,2723,2018-06-30
,MAHARASHTRA,NAN,3.3,,,,,,1908,2018-06-30
,MAHARASHTRA,NAN,3.8,,,,,,1913,2018-06-30
,MAHARASHTRA,NAN,5.4,,,,,,2660,2018-06-30
,MAHARASHTRA,NAN,5.9,,,,,,2661,2018-06-30
,MAHARASHTRA,NAN,5.7,,,,,,2662,2018-06-30
,MAHARASHTRA,NAN,5.8,,,,,,2663,2018-06-30
,MAHARASHTRA,NAN,5.4,,,,,,2664,2018-06-30
,KARNATAKA,NAN,2.0,,,,,,29,2018-06-30
,KARNATAKA,NAN,4.6,,,,,,2768,2018-06-30
,KARNATAKA,NAN,4.6,,,,,,2769,2018-06-30
,KARNATAKA,NAN,5.5,,,,,,2770,2018-06-30
,KARNATAKA,NAN,6.8,,,,,,2776,2018-06-30
,KARNATAKA,NAN,6.8,,,,,,2766,2018-06-30
,"ANDHRA
PRADESH",NAN,5.4,,,,,,1174,2018-06-30
,"ANDHRA
PRADESH",NAN,5.5,,,,,,1785,2018-06-30
,KARNATAKA,NAN,6.6,,,,,,1168,2018-06-30
,KARNATAKA,NAN,5.7,,,,,,2771,2018-06-30
,KARNATAKA,NAN,7.2,,,,,,1896,2018-06-30
,KARNATAKA,NAN,5.6,,,,,,1091,2018-06-30
,KARNATAKA,NAN,6.8,,,,,,1387,2018-06-30
,KARNATAKA,NAN,6.8,,,,,,1169,2018-06-30
,KARNATAKA,NAN,6.8,,,,,,2765,2018-06-30
,KARNATAKA,NAN,5.7,,,,,,2771,2018-06-30
,TELANGANA,NAN,0.0,,,,,,1173,2018-06-30
,TELANGANA,NAN,0.0,,,,,,2339,2018-06-30
,TELANGANA,NAN,6.0,,,,,,3082,2018-06-30
,"ANDHRA
PRADESH",NAN,6.4,,,,,,1178,2018-06-30
,"ANDHRA
PRADESH",NAN,6.5,,,,,,1177,2018-06-30
,KARNATAKA,NAN,6.8,,,,,,2777,2018-06-30
,MAHARASHTRA,NAN,8.7,,,,,,2682,2018-06-30
,MAHARASHTRA,NAN,8.5,,,,,,1463,2018-06-30
,MAHARASHTRA,NAN,8.5,,,,,,2681,2018-06-30
,MAHARASHTRA,NAN,8.4,,,,,,2683,2018-06-30
,MAHARASHTRA,NAN,8.4,,,,,,2186,2018-06-30
,MAHARASHTRA,NAN,8.4,,,,,,2716,2018-06-30
,MAHARASHTRA,NAN,4.4,,,,,,2717,2018-06-30
,MAHARASHTRA,NAN,4.1,,,,,,2189,2018-06-30
,MAHARASHTRA,NAN,1.4,,,,,,2194,2018-06-30
,MAHARASHTRA,NAN,1.7,,,,,,2193,2018-06-30
,MAHARASHTRA,NAN,1.0,,,,,,2192,2018-06-30
,MAHARASHTRA,NAN,3.2,,,,,,2677,2018-06-30
,MAHARASHTRA,NAN,1.7,,,,,,2191,2018-06-30
,MAHARASHTRA,NAN,1.4,,,,,,2678,2018-06-30
,MAHARASHTRA,NAN,1.8,,,,,,2679,2018-06-30
,MAHARASHTRA,NAN,6.1,,,,,,2680,2018-06-30
,MAHARASHTRA,NAN,2.2,,,,,,2196,2018-06-30
,MAHARASHTRA,NAN,1.6,,,,,,2690,2018-06-30
,MAHARASHTRA,NAN,0.9,,,,,,2691,2018-06-30
,MAHARASHTRA,NAN,5.8,,,,,,2692,2018-06-30
,MAHARASHTRA,NAN,1.6,,,,,,2693,2018-06-30
,MAHARASHTRA,NAN,1.9,,,,,,2694,2018-06-30
,MAHARASHTRA,NAN,1.9,,,,,,2197,2018-06-30
,MAHARASHTRA,NAN,1.6,,,,,,2668,2018-06-30
,MAHARASHTRA,NAN,3.8,,,,,,2669,2018-06-30
,MAHARASHTRA,NAN,3.5,,,,,,1911,2018-06-30
,MAHARASHTRA,NAN,1.6,,,,,,1912,2018-06-30
,MAHARASHTRA,NAN,3.4,,,,,,2665,2018-06-30
,"ANDHRA
PRADESH",NAN,4.7,,,,,,1256,2018-06-30
,"ANDHRA
PRADESH",NAN,6.8,,,,,,1257,2018-06-30
,"ANDHRA
PRADESH",NAN,4.8,,,,,,30,2018-06-30
,"ANDHRA
PRADESH",NAN,4.8,,,,,,2351,2018-06-30
,TAMIL NADU,NAN,5.0,,,,,,1320,2018-06-30
,KARNATAKA,NAN,4.3,,,,,,2778,2018-06-30
,KARNATAKA,NAN,1.5,,,,,,2779,2018-06-30
,KARNATAKA,NAN,5.0,,,,,,4108,2018-06-30
,KERALA,NAN,5.2,,,,,,1207,2018-06-30
,KARNATAKA,NAN,4.7,,,,,,1197,2018-06-30
,KARNATAKA,NAN,4.0,,,,,,41,2018-06-30
,KARNATAKA,NAN,4.8,,,,,,1445,2018-06-30
,KARNATAKA,NAN,3.0,,,,,,2775,2018-06-30
,KERALA,NAN,6.8,,,,,,1208,2018-06-30
,"TAMIL
NADU",NAN,5.5,,,,,,1321,2018-06-30
,"TAMIL
NADU",NAN,6.1,,,,,,1201,2018-06-30
,"TAMIL
NADU",NAN,6.2,,,,,,1204,2018-06-30
,"TAMIL
NADU",NAN,5.8,,,,,,3019,2018-06-30
,"TAMIL
NADU",NAN,4.2,,,,,,3020,2018-06-30
,"TAMIL
NADU",NAN,5.4,,,,,,3021,2018-06-30
,"TAMIL
NADU",NAN,6.2,,,,,,1319,2018-06-30
,KARNATAKA,NAN,2.1,,,,,,1196,2018-06-30
,KARNATAKA,NAN,3.4,,,,,,2772,2018-06-30
,KARNATAKA,NAN,4.8,,,,,,3572,2018-06-30
,KARNATAKA,NAN,6.2,,,,,,4100,2018-06-30
,KARNATAKA,NAN,6.8,,,,,,4101,2018-06-30
,KARNATAKA,NAN,3.1,,,,,,4107,2018-06-30
,KARNATAKA,NAN,4.6,,,,,,1893,2018-06-30
,,NAN,7.5,,,,,,,2019-06-30
BEAS AT U/S MANALI,"HIMACHAL
PRADESH",BEAS,7.3,,,,,,1001,2019-06-30
"RIVER BEAS D/S OF WPF AT
MANALI","HIMACHAL
PRADESH",RIVER,7.3,,,,,,4444,2019-06-30
"RIVER BEAS D/S MANALSU
NALLAH","HIMACHAL
PRADESH",RIVER,7.0,,,,,,4037,2019-06-30
BEAS AT D/S MANALI,"HIMACHAL
PRADESH",BEAS,6.9,,,,,,2601,2019-06-30
BEAS AT U/S KULLU,"HIMACHAL
PRADESH",BEAS,7.0,,,,,,2602,2019-06-30
"RIVER BEAS D/S OF WPF AT
KULLU","HIMACHAL
PRADESH",RIVER,7.5,,,,,,4445,2019-06-30
BEAS AT D/S KULU,"HIMACHAL
PRADESH",BEAS,7.4,,,,,,1002,2019-06-30
BEAS AT D/S AUT,"HIMACHAL
PRADESH",BEAS,7.3,,,,,,1003,2019-06-30
BEAS AT U/S PANDOH DAM,"HIMACHAL
PRADESH",BEAS,7.5,,,,,,1004,2019-06-30
BEAS AT D/S PANDOH DAM,"HIMACHAL
PRADESH",BEAS,7.2,,,,,,2603,2019-06-30
"BEAS AT EXIT OF TUNNEL
DEHAL POWER HOUSE","HIMACHAL
PRADESH",BEAS,7.8,,,,,,1005,2019-06-30
BEAS U/S MANDI,"HIMACHAL
PRADESH",BEAS,7.7,,,,,,1550,2019-06-30
BEAS AT D/S MANDI,"HIMACHAL
PRADESH",BEAS,7.6,,,,,,1006,2019-06-30
BEAS AT D/S JAISINGHPUR,"HIMACHAL
PRADESH",BEAS,7.4,,,,,,2604,2019-06-30
BEAS AT D/S ALAMPUR,"HIMACHAL
PRADESH",BEAS,7.5,,,,,,1007,2019-06-30
"BEAS D/S NADAUN BRIDGE,
VILL BHADOLI","HIMACHAL
PRADESH",BEAS,7.3,,,,,,3855,2019-06-30
,,NAN,7.5,,,,,,,2019-06-30
BEAS AT D/S PONG DAM,"HIMACHAL
PRADESH",BEAS,7.18,,,,,,1009,2019-06-30
BEAS AT D/S DEHRAGOPIPUR,"HIMACHAL
PRADESH",BEAS,7.25,,,,,,1008,2019-06-30
"RIVER BEAS U/S SUJANPUR
TIHRA","HIMACHAL
PRADESH",RIVER,7.7,,,,,,4435,2019-06-30
"RIVER BEAS D/S SUJANPUR
TIHRA","HIMACHAL
PRADESH",RIVER,8.0,,,,,,4436,2019-06-30
"RIVER BEAS U/S NADAUM
TOWN","HIMACHAL
PRADESH",RIVER,7.7,,,,,,4437,2019-06-30
"RIVER BEAS D/S NADAUN
TOWN AFTER CONFLUENCE OF
MAAN KHAD","HIMACHAL
PRADESH",RIVER,7.2,,,,,,4438,2019-06-30
RIVER BEAS AT RAISON,"HIMACHAL
PRADESH",RIVER,7.3,,,,,,4443,2019-06-30
"BEAS AT TALWARA (PONG
DAM)","HIMACHAL
PRADESH",BEAS,8.0,,,,,,30083,2019-06-30
"BEAS AT D/S CHANGARWA
VILLAGE, (PUNJAB)",PUNJAB,BEAS,8.0,,,,,,30084,2019-06-30
"BEAS AT TALWARA H/W,
PUNJAB",PUNJAB,BEAS,7.3,,,,,,1693,2019-06-30
"BEAS AT U/S PATHANKOT,
PUNJAB",PUNJAB,BEAS,7.6,,,,,,1694,2019-06-30
"BEAS AT MIRTHAL BRIDGE,
GURDASPUR",PUNJAB,BEAS,7.4,,,,,,1010,2019-06-30
"BEAS D/S PATHANKOT,
PUNJAB",PUNJAB,BEAS,7.7,,,,,,1695,2019-06-30
"BEAS AT 1KM.D/S OF EFFL.
DISH. POINT AT MUKERIAN ,
PUNJAB",PUNJAB,BEAS,7.5,,,,,,1294,2019-06-30
"BEAS RIVER, NR VILL KIRI
AFGHANA, TEHSIL BATALA,
GURDASPUR",PUNJAB,BEAS,7.2,,,,,,4164,2019-06-30
"BEAS AT G.T. ROAD UNDER
BDG. NEAR KAPURTHALA",PUNJAB,BEAS,7.5,,,,,,1011,2019-06-30
,,NAN,7.5,,,,,,,2019-06-30
"SUTLEJ RIVER B/C WITH RIVER
SPITI AT KHAB,
DISTT.KINNAUR","HIMACHAL
PRADESH",SUTLEJ,7.1,,,,,,1867,2019-06-30
SUTLEJ AT KHAB,"HIMACHAL
PRADESH",SUTLEJ,7.3,,,,,,2611,2019-06-30
SUTLEJ RIVER D/S TIDONG HEP,"HIMACHAL
PRADESH",SUTLEJ,6.8,,,,,,3872,2019-06-30
"RIVER SUTLEJ U/S
CONFLUENCES OF RIVER
TIDONG","HIMACHAL
PRADESH",RIVER,7.3,,,,,,4448,2019-06-30
"RIVER SUTLEJ D/S
CONFLUENCES OF RIVER
TIDONG","HIMACHAL
PRADESH",RIVER,6.9,,,,,,4449,2019-06-30
"RIVER SUTLEJ U/S
CONFLUENCES OF RIVER
BASPA","HIMACHAL
PRADESH",RIVER,8.1,,,,,,4452,2019-06-30
"RIVER SUTLEJ D/S
CONFLUENCES OF RIVER
BASPA","HIMACHAL
PRADESH",RIVER,8.5,,,,,,4453,2019-06-30
"SUTLEJ RIVER D/S POWER
HOUSE KASHANG HEP","HIMACHAL
PRADESH",SUTLEJ,7.2,,,,,,3871,2019-06-30
"SUTLEJ B/C WITH KARCHAM
DRAIN","HIMACHAL
PRADESH",SUTLEJ,7.4,,,,,,3870,2019-06-30
,,NAN,7.5,,,,,,,2019-06-30
SUTLEJ AT NEPTHA ZAKHAI,"HIMACHAL
PRADESH",SUTLEJ,7.2,,,,,,1389,2019-06-30
"SUTLEJ RIVER D/S TRT OF
RAMPUR HYDEL ELECTRIC
PROJECT","HIMACHAL
PRADESH",SUTLEJ,6.8,,,,,,3869,2019-06-30
SUTLEJ AT U/S RAMPUR,"HIMACHAL
PRADESH",SUTLEJ,6.5,,,,,,1086,2019-06-30
SUTLEJ AT D/S RAMPUR,"HIMACHAL
PRADESH",SUTLEJ,6.6,,,,,,1087,2019-06-30
SUTLEJ AT U/S TATAPANI,"HIMACHAL
PRADESH",SUTLEJ,7.0,,,,,,1013,2019-06-30
"RIVER SUTLEJ U/S IANDFILL
SITE RAMPUR","HIMACHAL
PRADESH",RIVER,7.4,,,,,,4446,2019-06-30
"RIVER STLUJ D/S LANDFILL SITE
RAMPUR","HIMACHAL
PRADESH",RIVER,6.9,,,,,,4447,2019-06-30
SUTLEJ AT U/S SLAPPER,"HIMACHAL
PRADESH",SUTLEJ,7.9,,,,,,1014,2019-06-30
SUTLEJ AT D/S SLAPPER,"HIMACHAL
PRADESH",SUTLEJ,7.3,,,,,,1015,2019-06-30
SUTLEJ AT D/S BHAKHRA,"HIMACHAL
PRADESH",SUTLEJ,7.3,,,,,,1016,2019-06-30
"SUTLEJ AT U/S KHAIRIAN
SOLID WASTE DUMPING SITE
BILASPUR","HIMACHAL
PRADESH",SUTLEJ,7.9,,,,,,4032,2019-06-30
"SUTLEJ AT D/S KHAIRIAN
SOLID WASTE DUMPING SITE
BILASPUR","HIMACHAL
PRADESH",SUTLEJ,7.9,,,,,,4033,2019-06-30
"RIVER SUTLEJ U/S
CONFLUENCE WITH GANVI
KHAND","HIMACHAL
PRADESH",RIVER,7.3,,,,,,4450,2019-06-30
"RIVER SUTLEJ D/S
CONFLUENCE WITH GANVI
KHAD","HIMACHAL
PRADESH",RIVER,7.0,,,,,,4451,2019-06-30
"SUTLEJ AT D/S KIRATPUR
SAHIB,",PUNJAB,SUTLEJ,7.2,,,,,,1814,2019-06-30
"SUTLEJ AT 100 MT. D/S OF
PACL, NANGAL, PUNJAB",PUNJAB,SUTLEJ,7.0,,,,,,2915,2019-06-30
"SUTLEJ AT D/S NFL, PUNJAB",PUNJAB,SUTLEJ,7.0,,,,,,1380,2019-06-30
"RIVER SUTLEJ AT ANANDPUR
SAHIB",PUNJAB,RIVER,6.9,,,,,,10020,2019-06-30
"RIVER SUTLEJ AT BUNGA
SAHIB",PUNJAB,RIVER,7.2,,,,,,10021,2019-06-30
,,NAN,7.5,,,,,,,2019-06-30
"RIVER SUTLEJ AT PHILLAUR
U/S",PUNJAB,RIVER,7.0,,,,,,10022,2019-06-30
"RIVER SUTLEJ AT PHAGWARA
U/S (CHAHERU BRIDGE)",PUNJAB,RIVER,7.1,,,,,,10023,2019-06-30
"RIVER SUTLEJ AT PHAGWARA
D/S (KANGANIWAL BRIDGE)",PUNJAB,RIVER,7.1,,,,,,10024,2019-06-30
"RIVER SUTLEJ AT JALANDHAR
U/S (PEERU SHAH KA
DARGAH)",PUNJAB,RIVER,7.1,,,,,,10025,2019-06-30
"RIVER SUTLEJ AT JALANDHAR
D/S (MALSIAN BRIDGE)",PUNJAB,RIVER,7.1,,,,,,10026,2019-06-30
"RIVER SUTLEJ AT LUDHIANA
U/S",PUNJAB,RIVER,7.2,,,,,,10027,2019-06-30
"RIVER SUTLEJ AT LUDHIANA
D/S",PUNJAB,RIVER,7.0,,,,,,10028,2019-06-30
"SUTLEJ AT 100M U/S OF
HEADWORKS, NANGAL",PUNJAB,SUTLEJ,7.1,,,,,,1017,2019-06-30
"SUTLEJ AT 100M D/S ,
NANGAL",PUNJAB,SUTLEJ,6.9,,,,,,1018,2019-06-30
"SUTLEJ AT 1 KM. D/S OF
ZENITH, PUNJAB",PUNJAB,SUTLEJ,7.2,,,,,,1293,2019-06-30
"SUTLEJ AT U/S HEAD WORKS
ROPAR",PUNJAB,SUTLEJ,7.3,,,,,,1019,2019-06-30
"SUTLEJ AT U/S BUDHA NALLAH
(UPPER), PUNJAB",PUNJAB,SUTLEJ,7.2,,,,,,1690,2019-06-30
"SUTLEJ AT 100M D/S BUDHA
NALA CONFL., LUDHIANA",PUNJAB,SUTLEJ,7.0,,,,,,1020,2019-06-30
"SUTLEJ AT BRIDGE HARIKE,
AMRITSAR",PUNJAB,SUTLEJ,7.2,,,,,,1022,2019-06-30
"SUTLEJ AT BOAT BDG.
DHARMKOTNAKODAR ROAD,
JALANDHAR",PUNJAB,SUTLEJ,6.9,,,,,,1021,2019-06-30
"SUTLEJ AT D/S EAST BEIN,
PUNJAB",PUNJAB,SUTLEJ,7.3,,,,,,1381,2019-06-30
"SUTLEJ AT U/S HUSSANIWALA
- H/W FEROZEPUR, PUNJAB",PUNJAB,SUTLEJ,7.0,,,,,,1691,2019-06-30
"SUTLEJ AT D/S HUSSANIWALA-
H/W FEROZEPUR, PUNJAB",PUNJAB,SUTLEJ,7.1,,,,,,1692,2019-06-30
,,NAN,7.5,,,,,,,2019-06-30
RAVI AT U/S MADHOPUR,"HIMACHAL
PRADESH",RAVI,7.1,,,,,,1088,2019-06-30
RAVI AT U/S CHAMBA,"HIMACHAL
PRADESH",RAVI,7.2,,,,,,1089,2019-06-30
"RAVI AT AT CHAMERA
RESERVOIR","HIMACHAL
PRADESH",RAVI,7.0,,,,,,2614,2019-06-30
"RAVI AT D/S AT CHAMERA III
HEP","HIMACHAL
PRADESH",RAVI,7.3,,,,,,2615,2019-06-30
"RAVI AT D/S OF CHAMBA
TOWN","HIMACHAL
PRADESH",RAVI,7.1,,,,,,2613,2019-06-30
RAVI AT MADHOPUR,PUNJAB,RAVI,7.9,,,,,,30085,2019-06-30
"RAVI AT U/S OF MADHOPUR
HEADWORKS, GURDASPUR,
PUNJAB",PUNJAB,RAVI,7.4,,,,,,1097,2019-06-30
"RIVER RAVI AT RANJIT SAGAR
DAM, AT PANAGAR (BASOHIL)","JAMMU &
KASHMIR",RIVER,8.2,,,,,,4059,2019-06-30
CONFLUENCE POINT OF,,CONFLUENCE,7.6,,,,,,4082,2019-06-30
KM D/S FROM MADHOPUR,,KM,7.3,,,,,,4061,2019-06-30
"PARVATI BEFORE CONF. TO
RIVER BEAS","HIMACHAL
PRADESH",PARVATI,7.4,,,,,,1290,2019-06-30
PARVATI AT U/S MANIKARAN,"HIMACHAL
PRADESH",PARVATI,7.1,,,,,,2605,2019-06-30
PARVATI AT D/S MANIKARAN,"HIMACHAL
PRADESH",PARVATI,7.3,,,,,,2606,2019-06-30
"LARGI AT D/S, DWADA","HIMACHAL
PRADESH",LARGI,7.5,,,,,,1090,2019-06-30
"SIRSA RIVER , U/S SITOMAJRI
NALLAHGARH","HIMACHAL
PRADESH",SIRSA,7.0,,,,,,1551,2019-06-30
"SIRSA RIVER, D/S NALAGARH
BRIDGE","HIMACHAL
PRADESH",SIRSA,7.2,,,,,,1552,2019-06-30
,,NAN,7.5,,,,,,,2019-06-30
"SIRSA RIVER AT D/S
NALAGARH DISTT. SOLAN","HIMACHAL
PRADESH",SIRSA,7.2,,,,,,1868,2019-06-30
SIUEL AT D/S SURGANI,"HIMACHAL
PRADESH",SIUEL,6.8,,,,,,2616,2019-06-30
SUKETI KHAD AT D/S MANDI,"HIMACHAL
PRADESH",SUKETI,7.8,,,,,,2607,2019-06-30
"BINWA AT D/S
PAPROLA/BAIJNATH","HIMACHAL
PRADESH",BINWA,7.0,,,,,,2608,2019-06-30
NEUGAL AT D/S THURAL,"HIMACHAL
PRADESH",NEUGAL,7.4,,,,,,2609,2019-06-30
SPITI AT KHAB,"HIMACHAL
PRADESH",SPITI,6.9,,,,,,2610,2019-06-30
"BASPA AT U/S RESERVOIR
BASPA PROJECT","HIMACHAL
PRADESH",BASPA,7.4,,,,,,2612,2019-06-30
"CHUNT KOL (MAULANA AZAD
BRIDGE)","JAMMU &
KASHMIR",CHUNT,6.9,,,,,,1307,2019-06-30
"GAWKADAL, SRG (SHERGHARI,
SRG)","JAMMU &
KASHMIR",GAWKADAL,7.2,,,,,,1306,2019-06-30
JHELUM AT ANANTNAG D/S,"JAMMU &
KASHMIR",JHELUM,7.3,,,,,,1304,2019-06-30
"JHELUM AT DALAGATE
(INLET), SRINAGAR","JAMMU &
KASHMIR",JHELUM,7.1,,,,,,1410,2019-06-30
"JHELUM AT CHATTABAL WEIR
(OUTLET","JAMMU &
KASHMIR",JHELUM,7.2,,,,,,1411,2019-06-30
JHELUM RIVER AT VERINAG,"JAMMU &
KASHMIR",JHELUM,7.2,,,,,,3272,2019-06-30
"JHELUM RIVER AT SANGAM,
CONFLUENCE POINT OF
VISHAV NALLAH","JAMMU &
KASHMIR",JHELUM,7.4,,,,,,3273,2019-06-30
"JHELUM RIVER AT SOPORE,
CONFLUENCE POINT OF
WULAR LAKE","JAMMU &
KASHMIR",JHELUM,7.6,,,,,,3276,2019-06-30
"JHELUM RIVER AT
BARAMULLA D/S","JAMMU &
KASHMIR",JHELUM,7.7,,,,,,3277,2019-06-30
"JHELUM RIVER AT
AWANTIPORA","JAMMU &
KASHMIR",JHELUM,7.4,,,,,,3274,2019-06-30
JHELUM RIVER AT PAMPORE,"JAMMU &
KASHMIR",JHELUM,7.4,,,,,,3275,2019-06-30
RIVER JHELUM AT BIJEHARA,"JAMMU &
KASHMIR",RIVER,7.4,,,,,,4053,2019-06-30
"RIVER JHELUM AT
PANTHACHOWK","JAMMU &
KASHMIR",RIVER,7.2,,,,,,4054,2019-06-30
,,NAN,7.5,,,,,,,2019-06-30
"BANGANGA (BATHING GHAT),
KATRA,","JAMMU &
KASHMIR",BANGANGA,7.5,,,,,,2755,2019-06-30
"BANGANGA (IN FRONT OF
PONY SHED NEAR REASI
BRIDGE)KATRA","JAMMU &
KASHMIR",BANGANGA,7.8,,,,,,2756,2019-06-30
"BASANTER U/S (R.H.S) SAMBA
(BELOW NH-1A BRIDGE),","JAMMU &
KASHMIR",BASANTER,7.7,,,,,,2752,2019-06-30
"CHENAB AT L.H.S.(BELOW
BRIDGE CHENAB)","JAMMU &
KASHMIR",CHENAB,7.5,,,,,,2748,2019-06-30
"CHENAB AT BLIND CURVE
SHAMSHAN GHAT (1.5 KM U/S
FROM SPOT)","JAMMU &
KASHMIR",CHENAB,7.6,,,,,,2749,2019-06-30
"CHENAB RIVER AT CHADRA
GAON VIEW POINT(4 KM U/S
FROM SPOT)","JAMMU &
KASHMIR",CHENAB,7.4,,,,,,2750,2019-06-30
"CHENAB AT JAL PATAN
MANDIR AFTER MEETING
WITH MAIN DRAIN OF
AKHNOOR CITY(1.5 KMD/S
FROM SPOT)","JAMMU &
KASHMIR",CHENAB,7.6,,,,,,2751,2019-06-30
"DEVAK RIVER
UDHAMPUR(NEAR SHIV
MANDIR D/S)L.H.S.","JAMMU &
KASHMIR",DEVAK,7.2,,,,,,2754,2019-06-30
DEVAK RIVER AT UTTERBEHNI,"JAMMU &
KASHMIR",DEVAK,7.6,,,,,,2757,2019-06-30
LIDDER AT LARIPORA,"JAMMU &
KASHMIR",LIDDER,7.6,,,,,,3278,2019-06-30
LIDDER AT CLUB PARK,"JAMMU &
KASHMIR",LIDDER,7.5,,,,,,3279,2019-06-30
